name,gender,sub1,sub2,sub3,sub4,lab1,lab2,year,dept,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9,Day10,Day11,Day12,Day13,Day14,Day15,Day16,Day17,Day18,Day19,Day20,Day21,Day22,Day23,Day24,Day25,Day26,Day27,Day28,Day29,Day30,regno,password
Aaradhana @ Priyanka,f,38,36,88,28,17,5,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME80,Aa1ZX175ka
Harshita Poswal,f,12,91,91,9,15,29,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC80,Ha1ZX1529al
Nabila,f,70,38,92,77,6,3,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EE80,Na1ZX63la
Kavita Devi,f,91,91,16,20,32,9,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CI80,Ka1ZX329vi
Mamta@Lalita,f,16,66,59,50,31,15,4,CS,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS80,Ma1ZX3115ta
Shakuntala Sharma,f,86,89,4,74,29,45,4,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04IS80,Sh1ZX2945ma
Sony,f,64,30,90,84,2,12,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME80,So1ZX212ny
Bobi,f,26,46,68,26,37,12,4,EC,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EC80,Bo1ZX3712bi
Aradhana @ Radha,f,74,9,43,20,17,41,4,EE,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1ZX04EE80,Ar1ZX1741ha
Baby,f,43,84,98,20,9,40,4,CI,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CI80,Ba1ZX940by
Nisha @ Ninu,f,92,52,78,49,45,36,1,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS81,Ni1ZX4536nu
Miss Geeta Salvi,f,7,14,20,67,17,38,1,IS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS81,Mi1ZX1738vi
Miss Kamlesh,f,18,96,60,25,39,4,1,ME,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01ME81,Mi1ZX394sh
Smt. Seema,f,74,65,21,12,21,32,1,EC,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC81,Sm1ZX2132ma
Parvesh,f,71,18,52,79,14,34,1,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1ZX01EE81,Pa1ZX1434sh
Marya,f,58,73,16,87,14,43,1,CI,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI81,Ma1ZX1443ya
Rojmen,f,23,89,29,14,11,31,2,CS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1ZX02CS81,Ro1ZX1131en
Komal Kumari,f,84,63,76,68,9,29,2,IS,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1ZX02IS81,Ko1ZX929ri
Sugna,f,70,66,20,64,2,3,2,ME,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME81,Su1ZX23na
Radikha,f,3,85,54,22,7,44,2,EC,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EC81,Ra1ZX744ha
Meeta Sharma,f,51,40,27,98,10,23,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1ZX02EE81,Me1ZX1023ma
Manpreet,f,28,8,12,75,36,1,2,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI81,Ma1ZX361et
Saniya,f,99,90,31,29,7,8,3,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1ZX03CS81,Sa1ZX78ya
Savitri Bai,f,88,25,41,39,44,41,3,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX03IS81,Sa1ZX4441ai
Farheen,f,40,49,16,44,30,26,3,ME,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1ZX03ME81,Fa1ZX3026en
Naina,f,30,73,5,79,4,11,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC81,Na1ZX411na
Shanichari,f,87,57,25,97,1,1,3,EE,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1ZX03EE81,Sh1ZX11ri
Monika  Kanwar,f,11,1,38,20,44,46,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CI81,Mo1ZX4446ar
Sangeeta @  Pooja,f,63,44,96,61,17,49,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS81,Sa1ZX1749ja
Priyanka - Pinki,f,1,65,11,70,21,15,4,IS,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1ZX04IS81,Pr1ZX2115ki
Kumari Ritu,f,7,76,99,82,22,13,4,ME,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1ZX04ME81,Ku1ZX2213tu
Krishna W/O Hiralal,f,12,54,45,31,49,24,4,EC,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EC81,Kr1ZX4924al
Iqrar,f,5,84,1,71,30,3,4,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EE81,Iq1ZX303ar
Gali No 5/4 Samta Vihar M. Pur Part Ii Delhi,f,58,68,51,2,49,38,4,CI,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX04CI81,Ga1ZX4938hi
Tanvi Raheja,f,82,1,25,23,26,31,1,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS82,Ta1ZX2631ja
Hema Khatun,f,13,12,34,59,10,23,1,IS,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS82,He1ZX1023un
Haseena,f,42,31,18,71,25,48,1,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1ZX01ME82,Ha1ZX2548na
Mamita,f,33,79,68,76,29,30,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1ZX01EC82,Ma1ZX2930ta
Soniya W/O Jauhar,f,57,58,7,81,36,30,1,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EE82,So1ZX3630ar
Meenakshi,f,40,25,94,65,47,33,1,CI,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX01CI82,Me1ZX4733hi
Tapsya Tyagi,f,31,3,22,63,43,30,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CS82,Ta1ZX4330gi
Pooja  D/O,f,21,82,64,22,27,18,2,IS,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS82,Po1ZX2718/O
Mrs. Leela,f,18,53,18,86,34,21,2,ME,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME82,Mr1ZX3421la
Supriya,f,11,23,48,40,9,6,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1ZX02EC82,Su1ZX96ya
Smt Akhtri Begam,f,46,63,26,68,20,17,2,EE,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE82,Sm1ZX2017am
Ashanjali,f,77,92,11,10,25,33,2,CI,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI82,As1ZX2533li
Marjina,f,23,71,10,2,31,20,3,CS,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX03CS82,Ma1ZX3120na
Richa,f,54,69,94,42,32,4,3,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1ZX03IS82,Ri1ZX324ha
Rizwana,f,53,18,44,71,20,32,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME82,Ri1ZX2032na
Salmakhatun,f,2,64,87,71,43,27,3,EC,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC82,Sa1ZX4327un
Beera,f,94,98,17,52,6,33,3,EE,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EE82,Be1ZX633ra
Nargis,f,71,84,94,47,34,1,3,CI,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CI82,Na1ZX341is
Malti,f,37,33,1,73,5,42,4,CS,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS82,Ma1ZX542ti
Pooja Taneja,f,7,59,6,40,10,23,4,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04IS82,Po1ZX1023ja
Ramdulari @ Gulabu,f,5,82,29,99,18,31,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME82,Ra1ZX1831bu
Sheela,f,41,64,70,68,30,31,4,EC,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EC82,Sh1ZX3031la
Kumari Kanta @ Kajal,f,11,12,35,41,14,9,4,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EE82,Ku1ZX149al
Usha Sen,f,73,4,38,3,18,38,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CI82,Us1ZX1838en
"Preeti D/O Daulat Ram R/O A-629, Jj Colony Madipur",f,2,40,86,64,3,33,1,CS,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX01CS83,Pr1ZX333ur
Preeti Singh,f,36,99,38,74,37,1,1,IS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS83,Pr1ZX371gh
Gajala Parveen,f,25,66,50,51,24,30,1,ME,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01ME83,Ga1ZX2430en
Ranjana Singh,f,80,56,42,38,33,7,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC83,Ra1ZX337gh
Jayanti @ Pooja,f,97,93,58,50,39,10,1,EE,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EE83,Ja1ZX3910ja
Neha Parveen,f,32,8,53,63,15,27,1,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI83,Ne1ZX1527en
Nashrin And Her Daughter Jannat (Both),f,54,28,7,80,2,4,2,CS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CS83,Na1ZX24h)
Sagita@Harsita,f,60,5,81,3,2,42,2,IS,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS83,Sa1ZX242ta
Hyatun Mulla,f,93,5,98,46,11,30,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME83,Hy1ZX1130la
Ms Irshrat,f,50,86,90,40,47,20,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1ZX02EC83,Ms1ZX4720at
Ms. Deepa,f,91,63,96,59,13,2,2,EE,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE83,Ms1ZX132pa
Manisha @ Mansi,f,14,9,51,94,43,40,2,CI,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI83,Ma1ZX4340si
Firida,f,20,49,54,78,11,1,3,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CS83,Fi1ZX111da
Rajwati,f,42,19,71,61,19,7,3,IS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS83,Ra1ZX197ti
Priyak Davi,f,50,73,10,42,14,25,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX03ME83,Pr1ZX1425vi
Tuba Fatima,f,98,59,12,4,34,37,3,EC,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1ZX03EC83,Tu1ZX3437ma
Smt Kanchan Devi,f,5,95,81,55,2,7,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EE83,Sm1ZX27vi
Radhabai,f,30,14,31,10,37,37,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CI83,Ra1ZX3737ai
Renu Rajawat,f,84,2,88,10,3,9,4,CS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX04CS83,Re1ZX39at
Ramila Bai,f,21,84,82,1,38,3,4,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1ZX04IS83,Ra1ZX383ai
Najma  & Asma,f,25,67,3,1,4,9,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME83,Na1ZX49ma
Noor Subha @ Heena,f,39,4,12,12,7,4,4,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX04EC83,No1ZX74na
Devender Kaur,f,31,61,93,40,35,30,4,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EE83,De1ZX3530ur
Shusila Devi,f,8,32,57,84,17,7,4,CI,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CI83,Sh1ZX177vi
Ameera Lakra,f,40,98,36,43,24,28,1,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS84,Am1ZX2428ra
Sona,f,63,56,82,11,33,46,1,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS84,So1ZX3346na
Neelam @ Munni,f,62,71,81,25,22,39,1,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01ME84,Ne1ZX2239ni
Vinita,f,26,48,76,27,13,7,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC84,Vi1ZX137ta
Pooja Gop,f,34,87,77,25,33,11,1,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1ZX01EE84,Po1ZX3311op
Pooja ( With Child ),f,36,72,46,6,7,22,1,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI84,Po1ZX722 )
Mahadevi,f,88,18,17,72,25,46,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1ZX02CS84,Ma1ZX2546vi
Veenita,f,23,29,69,19,14,36,2,IS,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX02IS84,Ve1ZX1436ta
Atta,f,24,43,32,9,1,2,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME84,At1ZX12ta
Shivani :Yadav @ Shalu,f,13,56,18,25,49,30,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1ZX02EC84,Sh1ZX4930lu
Dhola Bai,f,90,76,29,51,16,18,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE84,Dh1ZX1618ai
Vijeta Sexana,f,7,91,36,2,5,17,2,CI,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX02CI84,Vi1ZX517na
Ku Aachal,f,59,33,45,52,38,31,3,CS,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CS84,Ku1ZX3831al
Kajal @ Shagun,f,32,16,77,99,22,12,3,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS84,Ka1ZX2212un
Gudiya,f,44,72,95,5,16,9,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1ZX03ME84,Gu1ZX169ya
Sajiya Katun,f,61,83,22,3,44,1,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC84,Sa1ZX441un
Mooli,f,9,41,9,30,33,12,3,EE,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EE84,Mo1ZX3312li
Paryanka,f,4,49,86,22,25,48,3,CI,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX03CI84,Pa1ZX2548ka
Rekha Meena,f,14,13,76,23,43,13,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1ZX04CS84,Re1ZX4313na
Shanti,f,34,57,27,17,9,40,4,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX04IS84,Sh1ZX940ti
Nikita,f,11,48,81,92,15,42,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME84,Ni1ZX1542ta
Naveela,f,3,57,89,24,19,17,4,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EC84,Na1ZX1917la
Sundga,f,2,50,51,71,49,23,4,EE,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1ZX04EE84,Su1ZX4923ga
Farzana,f,27,71,33,37,13,44,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX04CI84,Fa1ZX1344na
Mona,f,24,46,64,59,36,43,1,CS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1ZX01CS85,Mo1ZX3643na
Gulnaj,f,46,60,59,35,23,17,1,IS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS85,Gu1ZX2317aj
Shahin,f,62,28,28,8,32,33,1,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX01ME85,Sh1ZX3233in
Amrita,f,21,24,83,49,25,21,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX01EC85,Am1ZX2521ta
Kamana Devi,f,46,66,53,17,39,13,1,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EE85,Ka1ZX3913vi
Ram Kali,f,11,41,1,76,34,23,1,CI,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1ZX01CI85,Ra1ZX3423li
Yukilal,f,50,93,27,44,47,1,2,CS,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CS85,Yu1ZX471al
Urmila,f,9,29,64,61,1,4,2,IS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS85,Ur1ZX14la
Smt Sanjana,f,83,32,1,39,45,37,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX02ME85,Sm1ZX4537na
Miss Leela,f,70,6,86,66,11,14,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX02EC85,Mi1ZX1114la
Aasha Rani,f,17,19,71,10,7,28,2,EE,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1ZX02EE85,Aa1ZX728ni
Rozi,f,44,96,60,33,14,1,2,CI,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI85,Ro1ZX141zi
Joyti,f,82,1,38,55,11,34,3,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1ZX03CS85,Jo1ZX1134ti
Renu Gupta,f,65,34,50,11,23,45,3,IS,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS85,Re1ZX2345ta
W/O Kundan Kumar,f,61,80,54,60,15,31,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME85,W/1ZX1531ar
Chander Prabha,f,41,86,38,95,8,9,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1ZX03EC85,Ch1ZX89ha
Sushmita,f,13,27,10,41,15,32,3,EE,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EE85,Su1ZX1532ta
Paka Kanda Swamy,f,61,13,92,23,34,31,3,CI,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1ZX03CI85,Pa1ZX3431my
Sanju Urf Sanjya,f,35,90,51,72,15,11,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1ZX04CS85,Sa1ZX1511ya
Savitri,f,81,68,79,98,40,32,4,IS,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04IS85,Sa1ZX4032ri
Prinka Jha,f,76,32,88,95,36,46,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME85,Pr1ZX3646ha
Shipra,f,86,33,57,99,48,17,4,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX04EC85,Sh1ZX4817ra
Km0 Komal Tomar,f,9,73,21,17,7,6,4,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EE85,Km1ZX76ar
